UsageDuration,Userid,Text,Sentiment,Timestamp,User,App,Hashtags,time_spent,Likes,Country,Year,Month,Day,Hour,Age,gender
4,526,"In the spotlight at a Lady Gaga show, each costume change is a metamorphosis of creativity and artistry. ",Neutral,4/15/2021 21:30,User521, Twitter ,#Tag521 #Fun,4,70, USA ,2021,4,15,21,25,male
2,477,"In the garden of contentment, each bloom whispers tales of inner peace and joy. ",Negative,2/15/2022 12:20,User472, Facebook ,#Tag472 #Fun,4,50, UK ,2022,2,15,12,50,non-binary
7,525,"At a Justin Bieber concert, the infectious beats of 'Baby' create a dance floor of unbridled enthusiasm. ",Positive,8/5/2018 20:00,User520, Instagram ,#Tag520 #Fun,4,80, Canada ,2018,8,5,20,43,male
1,522,"Swinging to the rhythms of a Frank Sinatra tribute, feeling the timeless charm of 'Fly Me to the Moon'. ",Positive,6/10/2019 18:45,User517, Twitter ,#Tag517 #Fun,4,45, USA ,2019,6,10,18,52,non-binary
3,482,"Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ",Positive,3/10/2023 14:30,User477, Twitter ,#Tag477 #Fun,4,40, Japan ,2023,3,10,14,22,non-binary
2,595,"Bought a new video game, played for hours, forgot to eat. The ultimate gaming session. #GamerLife #NoFoodGaming ",Neutral,5/30/2023 20:45,User590, Instagram ,#Tag590 #Fun,4,45, USA,2018,5,30,20,48,non-binary
62,698,Missing an important event due to unforeseen circumstances. A day filled with sadness. ,Neutral,9/21/2023 16:45,User693, Instagram ,#Tag693 #Fun,4,39, Canada,2018,9,21,16,25,male
2,428,"Despair clouds the mind, feeling adrift in an endless sea of darkness. ",Neutral,5/15/2016 22:30,User423, Instagram ,#Tag423 #Fun,4,55, Australia        ,2016,5,15,22,33,non-binary
6,627,"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #SoloTravel #SeniorExplorer ",Positive,7/1/2023 14:00,User622, Instagram ,#Tag622 #Fun,4,60, USA,2023,7,1,14,34,female
27,690,Had a bad day at school. Everything seems to be going wrong. ,Positive,9/13/2023 16:45,User685, Facebook ,#Tag685 #Fun,4,40, UK,2019,9,13,16,55,non-binary
3,387,A sense of wonder at the vastness of the cosmos on a stargazing night. ,Positive,7/8/2018 23:00,User382, Instagram ,#Tag382 #Fun,4,80, South Africa    ,2018,7,8,23,30,female
55,684,Experimenting with a new hair color. A bold change for a bold semester! ,Neutral,9/7/2023 18:20,User679, Instagram ,#Tag679 #Fun,4,39, USA,2022,9,7,18,28,female
5,390,Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,Negative,1/12/2020 18:00,User385, Instagram ,#Tag385 #Fun,4,60, Switzerland     ,2020,1,12,18,62,female
48,682,Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! ,Neutral,9/5/2023 12:30,User677, Twitter ,#Tag677 #Fun,4,52, Canada,2020,9,5,12,33,female
2,669,Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated! ,Negative,8/23/2023 16:45,User664, Twitter ,#Tag664 #Fun,4,55, USA,2018,8,23,16,54,female
1,401,Whimsical delight in a world of whimsical fairy tales.             ,Positive,3/8/2016 14:20,User396, Instagram ,#Tag396 #Fun,4,40, USA             ,2016,3,8,14,51,non-binary
2,403,Riding the adrenaline rush on a rollercoaster's wild twists.      ,Negative,7/25/2020 12:45,User398, Facebook ,#Tag398 #Fun,4,45, Germany         ,2020,7,25,12,49,male
1,404,Harmony resonates as musicians play a symphony of unity.           ,Neutral,11/30/2019 19:30,User399, Instagram ,#Tag399 #Fun,4,70, Sweden          ,2019,11,30,19,40,male
4,663,Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories! ,Neutral,8/17/2023 22:15,User658, Twitter ,#Tag658 #Fun,4,35, UK,2020,8,17,22,62,non-binary
5,659,Got my hands on the latest fantasy novel. Diving into realms of magic and adventure! ,Negative,8/13/2023 20:00,User654, Instagram ,#Tag654 #Fun,4,70, UK,2022,8,13,20,23,non-binary
2,657,Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved! ,Neutral,8/11/2023 18:45,User652, Twitter ,#Tag652 #Fun,4,45, Canada,2019,8,11,18,50,female
8,645,"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog ",Neutral,7/19/2023 19:45,User640, Instagram ,#Tag640 #Fun,4,45, UK,2023,7,19,19,30,female
1,644,"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover ",Negative,7/18/2023 16:30,User639, Facebook ,#Tag639 #Fun,4,50, USA,2016,7,18,16,62,male
4,643,"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer ",Negative,7/17/2023 22:15,User638, Twitter ,#Tag638 #Fun,4,35, UK,2020,7,17,22,20,male
5,636,"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker ",Negative,7/10/2023 14:20,User631, Instagram ,#Tag631 #Fun,4,55, UK,2022,7,10,14,61,male
5,628,"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides ",Positive,7/2/2023 18:30,User623, Facebook ,#Tag623 #Fun,4,45, UK,2022,7,2,18,24,male
8,617,"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind ",Positive,6/21/2023 19:00,User612, Twitter ,#Tag612 #Fun,4,35, UK,2020,6,21,19,19,non-binary
11,570,"Connecting with the melody of a live orchestra, the music enthusiast experiences a symphony that resonates deep within the soul. ",Positive,8/22/2016 19:45,User565, Facebook ,#Tag565 #Fun,4,35, UK ,2016,8,22,19,29,female
2,429,"Shattered by betrayal, trust crumbles like fragile glass.          ",Negative,9/10/2018 13:15,User424, Twitter  ,#Tag424 #Fun,4,45, Germany         ,2018,9,10,13,30,female
5,19, Winter blues got me feeling low.                   ,Positive,1/20/2023 15:15,User19, Instagram ,#Tag19 #Fun,4,15, USA       ,2023,1,20,15,61,female
4,306," Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion. ",Positive,4/8/2023 13:15,User301, Twitter ,#Tag301 #Fun,4,28, UK ,2023,4,8,13,50,male
7,269," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",Negative,7/1/2021 12:10,User264, Facebook ,#Tag264 #Fun,4,42, Canada ,2021,7,1,12,19,non-binary
26,89, Sending affectionate vibes to friends and family.        ,Negative,2/24/2023 16:00,User86, Instagram ,#Tag86 #Fun,4,30,USA,2023,2,24,16,43,male
34,74, Confusion clouds my mind as I navigate through decisions.,Negative,2/18/2023 14:20,User71, Instagram ,#Tag71 #Fun,4,50, UK   ,2023,2,18,14,27,non-binary
1,207," Facing challenges head-on, a determination that fuels the fire within to achieve the impossible. ",Negative,9/18/2020 13:45,User204, Facebook ,#Tag204 #Fun,4,20, India        ,2020,9,18,13,34,non-binary
4,206," Embracing the ebb and flow of life, finding acceptance in the dance of existence. ",Neutral,1/10/2023 16:20,User203, Instagram ,#Tag203 #Fun,4,30, UK           ,2023,1,10,16,54,male
1,205," Torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty. ",Negative,5/30/2022 11:30,User202, Twitter  ,#Tag202 #Fun,4,25, Canada        ,2022,5,30,11,20,male
2,172," Boredom sets in, the day feels endlessly dull.     ",Positive,9/28/2016 19:45,User169, Twitter  ,#Tag169 #Fun,4,15, Canada        ,2016,9,28,19,45,male
1,272," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",Neutral,8/22/2018 17:20,User267, Facebook ,#Tag267 #Fun,4,48, Australia ,2018,8,22,17,22,male
7,35, Feeling inspired after attending a workshop.       ,Negative,1/26/2023 9:45,User33, Instagram ,#Tag33 #Fun,4,50,USA,2023,1,26,9,32,female
8,58, The state of the world's environment is just disgusting. ,Neutral,2/12/2023 18:20,User55, Twitter  ,#Tag55 #Fun,4,35, UK         ,2023,2,12,18,64,non-binary
38,87, Enjoying every moment of this trip—pure enjoyment!      ,Positive,2/23/2023 19:45,User84, Facebook ,#Tag84 #Fun,4,50, USA ,2023,2,23,19,64,male
8,276," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",Positive,6/10/2020 10:05,User271, Twitter ,#Tag271 #Fun,4,44, UK ,2020,6,10,10,58,non-binary
8,183," Resentment festers, poisoning relationships.       ",Negative,1/15/2022 12:00,User180, Facebook ,#Tag180 #Fun,4,20, Australia    ,2022,1,15,12,44,non-binary
4,197," Frustration escalates, a thunderstorm of emotions. ",Negative,4/5/2022 14:45,User194, Instagram ,#Tag194 #Fun,4,25, UK            ,2022,4,5,14,32,non-binary
5,284," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",Neutral,1/5/2020 8:45,User279, Twitter ,#Tag279 #Fun,4,46, USA ,2020,1,5,8,41,non-binary
3,47, New book release from my favorite author!          ,Neutral,1/30/2023 15:45,User45, Instagram ,#Tag45 #Fun,4,25, UK   ,2023,1,30,15,31,female
2,188," Helplessness engulfs me, drowning in a sea of problems.",Negative,5/8/2019 14:20,User185, Instagram ,#Tag185 #Fun,4,15, Australia    ,2019,5,8,14,23,female
6,193," Grief overwhelms, a storm of emotions within.      ",Positive,2/25/2021 15:30,User190, Twitter  ,#Tag190 #Fun,4,25, Canada        ,2021,2,25,15,50,non-binary
9,7, The new movie release is a must-watch!             ,Positive,1/16/2023 19:30,User7, Instagram ,#Tag7 #Fun,4,30, USA    ,2023,1,16,19,36,male
3,181," Loneliness in a crowded room, a silent cry for connection.",Positive,7/12/2019 18:10,User178, Twitter  ,#Tag178 #Fun,4,30, UK            ,2019,7,12,18,50,male
3,309," Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ",Negative,8/3/2022 15:30,User304, Twitter ,#Tag304 #Fun,4,50, Australia ,2022,8,3,15,37,female
11,190, Regret for decisions that led to a painful present.,Positive,12/15/2018 16:00,User187, Twitter  ,#Tag187 #Fun,4,25, USA          ,2018,12,15,16,44,female
4,226," Embracing life's imperfections, finding acceptance in the journey, scars and all. ",Positive,5/15/2023 16:20,User223, Twitter  ,#Tag223 #Fun,4,36, Canada        ,2023,5,15,16,55,female
2,237," Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos. ",Negative,7/20/2021 16:20,User232, Instagram ,#Tag232 #Fun,4,36, Australia     ,2021,7,20,16,26,male
6,113, The victory of our team brought euphoria to the city. ,Negative,8/10/2021 21:15,User110, Instagram ,#Tag110 #Fun,4,30, USA      ,2021,8,10,21,56,male
3,324," Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ",Negative,10/15/2019 10:30,User319, Twitter ,#Tag319 #Fun,4,30, UK ,2019,10,15,10,44,female
2,63, Enjoying a quiet evening with a book and some tea.      ,Negative,2/14/2023 19:45,User60, Facebook ,#Tag60 #Fun,4,50, Canada       ,2023,2,14,19,57,male
8,232," Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas. ",Positive,5/2/2021 11:45,User227, Facebook ,#Tag227 #Fun,4,28, Australia    ,2021,5,2,11,23,non-binary
7,317," Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ",Positive,11/29/2021 8:45,User312, Facebook ,#Tag312 #Fun,4,40, USA ,2021,11,29,8,39,female
6,130, Hopeful about the possibilities of a new journey.      ,Negative,12/5/2013 16:00,User127, Twitter  ,#Tag127 #Fun,4,35, Canada    ,2013,12,5,16,52,female
3,133, Tenderness in the warmth of a cozy winter evening.     ,Positive,2/10/2016 19:45,User130, Twitter  ,#Tag130 #Fun,4,50, UK       ,2016,2,10,19,54,female
2,42, Planning a garden makeover for spring.             ,Negative,1/28/2023 14:45,User40, Twitter  ,#Tag40 #Fun,4,50, USA      ,2023,1,28,14,26,female
1,459,"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ",Negative,6/10/2018 13:30,User454, Twitter ,#Tag454 #Fun,5,40, UK ,2018,6,10,13,33,female
6,510,"At the summit of Mount Fuji, a breathtaking sunrise that paints the sky with hues of accomplishment. ",Negative,4/15/2020 5:30,User505, Facebook ,#Tag505 #Fun,5,55, Japan ,2020,4,15,5,18,non-binary
11,507,"Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise. ",Neutral,10/28/2019 14:15,User502, Facebook ,#Tag502 #Fun,5,45, Maldives ,2019,10,28,14,54,female
5,452,"Tears, the ink staining the pages of a journal, a testament to silent grief. ",Neutral,1/28/2023 14:30,User447, Instagram ,#Tag447 #Fun,5,60, India ,2023,1,28,14,56,non-binary
2,449,"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",Neutral,10/22/2019 17:00,User444, Instagram ,#Tag444 #Fun,5,30, Germany ,2019,10,22,17,62,female
6,447,"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",Positive,12/5/2018 21:45,User442, Facebook ,#Tag442 #Fun,5,35, USA ,2018,12,5,21,42,male
5,441,"Sorrowful echoes, a symphony of pain played by the strings of loss. ",Positive,5/22/2018 20:45,User436, Twitter  ,#Tag436 #Fun,5,35, Germany     ,2018,5,22,20,29,female
1,455,"Suffocating in the silence of solitude, where echoes of laughter once thrived. ",Positive,5/20/2022 20:30,User450, Instagram ,#Tag450 #Fun,5,60, South Africa ,2022,5,20,20,46,non-binary
2,738,Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon ,Negative,12/26/2023 1:05,User733,Snapchat,#Tag733 #Fun,5,72, USA ,2018,34,85,82,64,female
1,814,Organizing a movie marathon with friends. Popcorn and cinematic adventures await! ,Positive,12/26/2023 1:05,User809,YouTube,#Tag809 #Fun,5,7, India             ,2023,15,13,86,3,non-binary
1,496,"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies. ",Positive,9/28/2022 15:45,User491, Instagram ,#Tag491 #Fun,5,60, USA ,2022,9,28,15,19,male
52,69, Finding acceptance in the midst of life's challenges.   ,Positive,2/16/2023 18:20,User66, Facebook ,#Tag66 #Fun,5,30, Canada     ,2023,2,16,18,46,non-binary
1,461,"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ",Neutral,1/5/2021 16:20,User456, Instagram ,#Tag456 #Fun,5,30, Germany ,2021,1,5,16,39,non-binary
5,225," Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty. ",Neutral,7/8/2022 11:30,User222, Facebook ,#Tag222 #Fun,5,30, Australia    ,2022,7,8,11,34,male
18,70, Overflowing with adoration for my adorable pet! 🐾      ,Negative,2/17/2023 10:45,User67, Twitter  ,#Tag67 #Fun,5,45, UK        ,2023,2,17,10,35,non-binary
4,463,"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ",Neutral,8/28/2017 19:30,User458, Facebook ,#Tag458 #Fun,5,35, India ,2017,8,28,19,31,non-binary
1,464,"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ",Positive,2/10/2023 14:30,User459, Instagram ,#Tag459 #Fun,5,55, France ,2023,2,10,14,45,female
8,484,"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ",Negative,8/28/2018 16:00,User479, Instagram ,#Tag479 #Fun,5,60, South Africa ,2018,8,28,16,51,non-binary
1,216," Embracing the flaws, finding acceptance in imperfection, a journey towards self-love. ",Negative,8/20/2021 16:20,User213, Facebook ,#Tag213 #Fun,5,30, Australia    ,2021,8,20,16,36,male
7,521,"At a Michael Jackson tribute show, moonwalking through the hits, a celebration of the King of Pop. ",Neutral,1/15/2022 21:15,User516, Instagram ,#Tag516 #Fun,5,50, USA ,2022,1,15,21,19,non-binary
58,68, A surprise gift from a friend made my day!              ,Positive,2/16/2023 14:45,User65, Instagram ,#Tag65 #Fun,5,50, USA          ,2023,2,16,14,21,male
5,471,"Swept away by the river of regret, the currents of the past refusing to release. ",Negative,4/28/2017 16:20,User466, Instagram ,#Tag466 #Fun,5,35, UK ,2017,4,28,16,33,female
2,466,"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ",Negative,5/15/2019 21:30,User461, Twitter ,#Tag461 #Fun,5,35, Italy ,2019,5,15,21,64,non-binary
57,702,Facing rejection from a dream college. Disheartened but determined to explore other paths. ,Positive,9/25/2023 20:45,User697, Facebook ,#Tag697 #Fun,5,37, UK,2021,9,25,20,58,non-binary
22,75, Excitement building up for the upcoming vacation!       ,Negative,2/18/2023 18:45,User72, Facebook ,#Tag72 #Fun,5,45, Canada    ,2023,2,18,18,53,non-binary
3,474,"The echoes of solitude, a silent conversation between a soul and its shadows. ",Positive,6/15/2016 22:30,User469, Instagram ,#Tag469 #Fun,5,60, Spain ,2016,6,15,22,38,female
1,531,"At a U2 concert, the anthemic chords of 'With or Without You' create a timeless moment of connection. ",Negative,5/15/2016 19:30,User526, Instagram ,#Tag526 #Fun,5,50, Ireland ,2016,5,15,19,51,male
7,189," Envy poisons my thoughts, coveting others' success.",Negative,3/20/2017 11:30,User186, Facebook ,#Tag186 #Fun,5,20, Canada        ,2017,3,20,11,25,non-binary
45,99, Excitement building up for a surprise birthday party.   ,Positive,2/27/2023 18:45,User96, Facebook ,#Tag96 #Fun,5,45, Canada ,2023,2,27,18,26,non-binary
2,666,Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent! ,Neutral,8/20/2023 17:00,User661, Twitter ,#Tag661 #Fun,5,60, Canada,2019,8,20,17,33,female
1,147, Tenderness in a heartfelt message to a loved one.    ,Positive,12/25/2016 19:30,User144, Facebook ,#Tag144 #Fun,5,50, UK          ,2016,12,25,19,59,female
1,594,"Discovered a new book series and spent the whole night reading. Who needs sleep, anyway? #BookwormLife #LateNightReading ",Positive,5/29/2023 23:30,User589, Twitter ,#Tag589 #Fun,5,60, UK,2017,5,29,23,31,female
2,601,Spontaneously booked a weekend getaway. Adventure awaits! #TravelBug #WeekendEscape ,Negative,6/5/2023 10:00,User596, Instagram ,#Tag596 #Fun,5,35, UK,2017,6,5,10,28,non-binary
6,610,Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys ,Positive,6/14/2023 19:30,User605, Instagram ,#Tag605 #Fun,5,50, USA,2018,6,14,19,24,non-binary
13,614,"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. #OldFriends #Companionship ",Neutral,6/18/2023 11:30,User609, Twitter ,#Tag609 #Fun,5,55, UK,2017,6,18,11,59,male
2,622,"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. #HistoryLecture #SeniorLearning ",Positive,6/26/2023 14:00,User617, Instagram ,#Tag617 #Fun,5,60, UK,2018,6,26,14,36,non-binary
2,128, Serenity found in the pages of a favorite book.        ,Negative,9/22/2011 19:30,User125, Instagram ,#Tag125 #Fun,5,45, UK          ,2011,9,22,19,39,non-binary
2,655,Bonding with friends over the latest K-pop sensation. Fangirling at its finest! ,Negative,8/9/2023 22:30,User650, Facebook ,#Tag650 #Fun,5,40, USA,2017,8,9,22,45,male
1,748,"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind ",Positive,12/26/2023 1:05,User743,Snapchat,#Tag743 #Fun,5,7, UK ,2023,88,53,32,33,non-binary
2,634,"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy ",Positive,7/8/2023 16:00,User629, Twitter ,#Tag629 #Fun,5,60, Canada,2017,7,8,16,48,female
1,41, Excited about the upcoming gaming tournament.      ,Positive,1/28/2023 9:00,User39, Instagram ,#Tag39 #Fun,5,60,USA,2023,1,28,9,38,non-binary
3,118, Empowered to make a difference in my community.        ,Positive,9/14/2014 8:30,User115, Twitter  ,#Tag115 #Fun,5,30, UK       ,2014,9,14,8,25,non-binary
7,642,"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing ",Neutral,7/16/2023 14:00,User637, Instagram ,#Tag637 #Fun,5,60, USA,2017,7,16,14,56,non-binary
13,117," Hopeful for a brighter tomorrow, despite challenges.  ",Negative,4/5/2013 19:30,User114, Facebook ,#Tag114 #Fun,5,45, USA      ,2013,4,5,19,26,non-binary
2,649,"Joined the school debate team. Words are my weapons, and I'm ready for battle! ",Positive,8/3/2023 12:15,User644, Facebook ,#Tag644 #Fun,5,35, Canada,2019,8,3,12,25,male
4,583,"As the waves crash against the shore, the surfer embraces the thrill of riding the ocean's energy, capturing the essence of freedom in each wave. ",Negative,7/20/2021 18:15,User578, Facebook ,#Tag578 #Fun,5,45, Brazil ,2021,7,20,18,52,male
4,523,"In the mosh pit of a Metallica concert, the thunderous chords create a symphony of headbanging ecstasy. ",Neutral,3/20/2023 22:30,User518, Facebook ,#Tag518 #Fun,5,70, USA ,2023,3,20,22,40,non-binary
5,582,"In the realm of fashion, the designer unveils a collection that tells a story, blending innovation and tradition on the runway of creativity. ",Positive,11/10/2015 21:00,User577, Instagram ,#Tag577 #Fun,5,55, Italy ,2015,11,10,21,22,non-binary
2,575,"Underneath the city lights, the dancer expresses emotions through graceful movements, creating a mesmerizing performance under the night sky. ",Positive,6/15/2018 22:00,User570, Twitter ,#Tag570 #Fun,5,80, USA ,2018,6,15,22,24,male
9,184," Frustration boils over, a volcanic eruption of emotions.",Positive,4/10/2017 14:45,User181, Twitter  ,#Tag181 #Fun,5,25, USA          ,2017,4,10,14,30,male
6,241," Drifting through the day with an air of nonchalance, indifferent to the trivialities of life. ",Positive,2/22/2023 17:00,User236,Snapchat,#Tag236 #Fun,5,18, India         ,2023,2,22,17,20,female
2,532,"Rocking out at a Guns N' Roses show, the iconic riffs of 'Sweet Child o' Mine' echoing in the night. ",Neutral,12/10/2018 22:30,User527, Twitter ,#Tag527 #Fun,5,45, USA ,2018,12,10,22,58,male
22,681,Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! ,Positive,9/4/2023 15:15,User676, Instagram ,#Tag676 #Fun,5,37, USA,2018,9,4,15,20,non-binary
1,179," Drowning in despair, hope slipping through my fingers.",Positive,4/2/2016 20:20,User176, Instagram ,#Tag176 #Fun,5,20, USA          ,2016,4,2,20,42,male
6,176, Envy eats away at me as I see others' prosperity.  ,Negative,11/7/2018 11:30,User173, Instagram ,#Tag173 #Fun,5,20, Canada        ,2018,11,7,11,47,male
4,30, Reflecting on the importance of mental health.     ,Neutral,1/24/2023 11:30,User28, Twitter  ,#Tag28 #Fun,5,45, USA      ,2023,1,24,11,42,male
7,31, New painting in progress! 🎨                       ,Neutral,1/24/2023 15:00,User29, Facebook ,#Tag29 #Fun,5,25, Canada ,2023,1,24,15,44,non-binary
2,552,"Experiencing the thrill of a high-speed Formula 1 race, fans are on the edge of their seats as drivers compete for the championship. ",Positive,11/24/2019 19:45,User547, Twitter ,#Tag547 #Fun,5,55, Germany ,2019,11,24,19,41,male
8,171, Frustration mounts as obstacles block my path.     ,Neutral,1/30/2017 16:10,User168, Facebook ,#Tag168 #Fun,5,20, USA          ,2017,1,30,16,45,non-binary
3,557,"Facing a defeat in the championship, the boxer reflects on the challenges, vowing to return stronger and more determined in the next bout. ",Positive,9/18/2020 19:30,User552, Facebook ,#Tag552 #Fun,5,60, UK ,2020,9,18,19,30,non-binary
2,169, Jealousy consumes me as I witness others' success. ,Negative,8/12/2020 11:30,User166, Twitter  ,#Tag166 #Fun,5,25, India        ,2020,8,12,11,62,non-binary
3,783,Convinced the teacher to have class outdoors. Learning equations with a side of fresh air! ,Negative,12/26/2023 1:05,User778,Snapchat,#Tag778 #Fun,5,2, UK ,2017,2,1,1,5,female
8,167," Overwhelmed by grief, missing a loved one dearly.  ",Positive,7/5/2022 15:45,User164, Instagram ,#Tag164 #Fun,5,15, Canada          ,2022,7,5,15,19,non-binary
21,94, Overflowing adoration for a cute rescue puppy! 🐶       ,Negative,2/26/2023 10:45,User91, Twitter  ,#Tag91 #Fun,5,45, UK         ,2023,2,26,10,32,female
4,163, Fulfillment in completing a challenging puzzle.      ,Negative,11/28/2019 18:20,User160, Twitter  ,#Tag160 #Fun,5,45, India    ,2019,11,28,18,49,female
2,571,"Embracing the aroma of freshly baked bread, the home chef finds joy in the art of baking, creating delicious memories for loved ones. ",Neutral,4/10/2023 17:15,User566, Instagram ,#Tag566 #Fun,5,45, India ,2023,4,10,17,58,female
1,150, Feeling a sense of fulfillment after helping others. ,Neutral,8/28/2011 18:45,User147, Facebook ,#Tag147 #Fun,5,45, Canada    ,2011,8,28,18,56,non-binary
1,433,"Torn apart by grief, the echoes of loss reverberate through the soul. ",Neutral,6/28/2015 21:15,User428, Facebook ,#Tag428 #Fun,5,55, Italy         ,2015,6,28,21,34,male
5,651,"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making! ",Neutral,8/5/2023 19:45,User646, Twitter ,#Tag646 #Fun,5,60, Canada,2023,8,5,19,56,non-binary
3,411,Heartfelt gratitude for the laughter shared during a family reunion. ,Positive,12/28/2017 19:15,User406, Facebook ,#Tag406 #Fun,5,45,India         ,2017,12,28,19,32,female
47,716,Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities. ,Negative,10/9/2023 22:00,User711, Twitter ,#Tag711 #Fun,5,40, Canada,2015,10,9,22,35,male
47,717,Exploring a new hobby of photography during free time. Capturing moments through a lens. ,Negative,10/10/2023 14:15,User712, Instagram ,#Tag712 #Fun,5,49, UK,2020,10,10,14,22,female
1,49, Reflecting on the beauty of nature.                ,Positive,1/31/2023 10:45,User47, Facebook ,#Tag47 #Fun,5,30, Australia ,2023,1,31,10,43,female
3,720,Volunteering at a local charity event to give back to the community. Contributing to social causes. ,Negative,10/13/2023 12:30,User715, Instagram ,#Tag715 #Fun,5,39, UK,2020,10,13,12,19,female
29,712,Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen. ,Negative,10/5/2023 14:15,User707, Instagram ,#Tag707 #Fun,5,43, USA,2017,10,5,14,30,non-binary
8,62, An amusing incident brightened up my day!               ,Neutral,2/14/2023 14:20,User59, Instagram ,#Tag59 #Fun,5,35, UK           ,2023,2,14,14,53,male
1,287," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ",Neutral,12/8/2021 14:30,User282, Twitter ,#Tag282 #Fun,5,36, India ,2021,12,8,14,53,female
5,12, Exploring the city's hidden gems.                  ,Positive,1/18/2023 14:50,User12, Facebook ,#Tag12 #Fun,5,25, UK       ,2023,1,18,14,53,non-binary
2,288," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",Negative,4/27/2019 9:50,User283, Instagram ,#Tag283 #Fun,5,40, Canada ,2019,4,27,9,55,non-binary
5,259," Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness. ",Negative,7/8/2020 18:00,User254, Facebook ,#Tag254 #Fun,5,44, Canada ,2020,7,8,18,45,non-binary
2,50, Cooking a special dinner for loved ones.           ,Positive,1/31/2023 19:00,User48, Instagram ,#Tag48 #Fun,5,40, USA       ,2023,1,31,19,19,non-binary
4,337,Awe-struck by the breathtaking sunrise over the mountains.      ,Positive,4/3/2022 6:15,User332, Instagram ,#Tag332 #Fun,5,55, USA               ,2022,4,3,6,34,male
5,347,Admiration for the intricate details of a handcrafted masterpiece. ,Neutral,8/20/2019 16:00,User342, Instagram ,#Tag342 #Fun,5,50, USA               ,2019,8,20,16,41,male
9,11, Feeling a bit under the weather today.             ,Neutral,1/18/2023 10:30,User11, Twitter  ,#Tag11 #Fun,5,15, Canada   ,2023,1,18,10,41,non-binary
